year,area,age,gender,value
2012,Всего по республике,0,male,11207
2012,Городские поселения,0,male,7023
2012,Сельская местность,0,male,4184
2012,г.Ижевск,0,male,4230
2012,Индустриальный район,0,male,751
2012,Ленинский район,0,male,890
2012,Октябрьский район,0,male,828
2012,Первомайский район,0,male,879
2012,Устиновский район,0,male,882
2012,г.Воткинск,0,male,686
2012,г.Глазов,0,male,530
2012,г.Можга,0,male,351
2012,г.Сарапул,0,male,649
2012,Алнашский,0,male,192
2012,Балезинский,0,male,277
2012,пгт Балезино,0,male,122
2012,сельская местность,0,male,155
2012,Вавожский,0,male,141
2012,Воткинский,0,male,208
2012,пгт Новый,0,male,35
2012,сельская местность,0,male,173
2012,Глазовский,0,male,169
2012,Граховский,0,male,68
2012,Дебёсский,0,male,134
2012,Завьяловский,0,male,514
2012,Игринский,0,male,340
2012,пгт Игра,0,male,183
2012,сельская местность,0,male,157
2012,Камбарский,0,male,122
2012,г.Камбарка,0,male,68
2012,сельская местность,0,male,54
2012,Каракулинский,0,male,105
2012,Кезский,0,male,217
2012,Кизнерский,0,male,173
2012,Киясовский,0,male,118
2012,Красногорский,0,male,86
2012,Малопургинский,0,male,282
2012,Можгинский,0,male,243
2012,Сарапульский,0,male,226
2012,Селтинский,0,male,121
2012,Сюмсинский,0,male,111
2012,Увинский,0,male,356
2012,пгт Ува,0,male,169
2012,сельская местность,0,male,187
2012,Шарканский,0,male,184
2012,Юкаменский,0,male,60
2012,Якшур-Бодьинский,0,male,208
2012,Ярский,0,male,106
2013,Всего по республике,0,male,11781
2013,Городские поселения,0,male,7092
2013,Сельская местность,0,male,4689
2013,г.Ижевск,0,male,4463
2013,Индустриальный район,0,male,842
2013,Ленинский район,0,male,974
2013,Октябрьский район,0,male,793
2013,Первомайский район,0,male,968
2013,Устиновский район,0,male,886
2013,г.Воткинск,0,male,673
2013,г.Глазов,0,male,612
2013,г.Можга,0,male,356
2013,г.Сарапул,0,male,802
2013,Алнашский,0,male,201
2013,Балезинский,0,male,271
2013,Вавожский,0,male,155
2013,Воткинский,0,male,222
2013,Глазовский,0,male,164
2013,Граховский,0,male,72
2013,Дебёсский,0,male,128
2013,Завьяловский,0,male,549
2013,Игринский,0,male,367
2013,Камбарский,0,male,165
2013,г.Камбарка,0,male,106
2013,сельская местность,0,male,59
2013,Каракулинский,0,male,102
2013,Кезский,0,male,187
2013,Кизнерский,0,male,160
2013,Киясовский,0,male,96
2013,Красногорский,0,male,77
2013,Малопургинский,0,male,308
2013,Можгинский,0,male,240
2013,Сарапульский,0,male,228
2013,Селтинский,0,male,111
2013,Сюмсинский,0,male,109
2013,Увинский,0,male,373
2013,Шарканский,0,male,186
2013,Юкаменский,0,male,83
2013,Якшур-Бодьинский,0,male,214
2013,Ярский,0,male,107
2014,Всего по республике,0,male,11212
2014,Городские поселения,0,male,6698
2014,Сельская местность,0,male,4514
2014,г.Ижевск,0,male,4463
2014,Индустриальный район,0,male,852
2014,Ленинский район,0,male,941
2014,Октябрьский район,0,male,774
2014,Первомайский район,0,male,947
2014,Устиновский район,0,male,949
2014,г.Воткинск,0,male,685
2014,г.Глазов,0,male,502
2014,г.Можга,0,male,346
2014,г.Сарапул,0,male,636
2014,Алнашский,0,male,218
2014,Балезинский,0,male,249
2014,Вавожский,0,male,122
2014,Воткинский,0,male,183
2014,Глазовский,0,male,128
2014,Граховский,0,male,86
2014,Дебёсский,0,male,115
2014,Завьяловский,0,male,564
2014,Игринский,0,male,325
2014,Камбарский,0,male,115
2014,г.Камбарка,0,male,66
2014,сельская местность,0,male,49
2014,Каракулинский,0,male,87
2014,Кезский,0,male,159
2014,Кизнерский,0,male,192
2014,Киясовский,0,male,70
2014,Красногорский,0,male,71
2014,Малопургинский,0,male,314
2014,Можгинский,0,male,242
2014,Сарапульский,0,male,199
2014,Селтинский,0,male,119
2014,Сюмсинский,0,male,125
2014,Увинский,0,male,352
2014,Шарканский,0,male,159
2014,Юкаменский,0,male,71
2014,Якшур-Бодьинский,0,male,215
2014,Ярский,0,male,100
2015,Всего по республике,0,male,11247
2015,Городские поселения,0,male,6770
2015,Сельская местность,0,male,4477
2015,г.Ижевск,0,male,4597
2015,Индустриальный район,0,male,881
2015,Ленинский район,0,male,1025
2015,Октябрьский район,0,male,807
2015,Первомайский район,0,male,965
2015,Устиновский район,0,male,919
2015,г.Воткинск,0,male,680
2015,г.Глазов,0,male,495
2015,г.Можга,0,male,340
2015,г.Сарапул,0,male,577
2015,Алнашский,0,male,183
2015,Балезинский,0,male,285
2015,Вавожский,0,male,148
2015,Воткинский,0,male,148
2015,Глазовский,0,male,121
2015,Граховский,0,male,67
2015,Дебёсский,0,male,102
2015,Завьяловский,0,male,588
2015,Игринский,0,male,333
2015,Камбарский,0,male,130
2015,г.Камбарка,0,male,81
2015,сельская местность,0,male,49
2015,Каракулинский,0,male,95
2015,Кезский,0,male,168
2015,Кизнерский,0,male,146
2015,Киясовский,0,male,74
2015,Красногорский,0,male,83
2015,Малопургинский,0,male,314
2015,Можгинский,0,male,211
2015,Сарапульский,0,male,203
2015,Селтинский,0,male,108
2015,Сюмсинский,0,male,123
2015,Увинский,0,male,346
2015,Шарканский,0,male,200
2015,Юкаменский,0,male,72
2015,Якшур-Бодьинский,0,male,212
2015,Ярский,0,male,98
2016,Всего по республике,0,male,11348
2016,Городские поселения,0,male,7257
2016,Сельская местность,0,male,4091
2016,г.Ижевск,0,male,4948
2016,Индустриальный район,0,male,1061
2016,Ленинский район,0,male,1099
2016,Октябрьский район,0,male,743
2016,Первомайский район,0,male,1137
2016,Устиновский район,0,male,908
2016,г.Воткинск,0,male,676
2016,г.Глазов,0,male,531
2016,г.Можга,0,male,385
2016,г.Сарапул,0,male,639
2016,Алнашский,0,male,162
2016,Балезинский,0,male,239
2016,Вавожский,0,male,120
2016,Воткинский,0,male,139
2016,Глазовский,0,male,109
2016,Граховский,0,male,57
2016,Дебёсский,0,male,105
2016,Завьяловский,0,male,572
2016,Игринский,0,male,313
2016,Камбарский,0,male,112
2016,г.Камбарка,0,male,78
2016,сельская местность,0,male,34
2016,Каракулинский,0,male,84
2016,Кезский,0,male,177
2016,Кизнерский,0,male,176
2016,Киясовский,0,male,67
2016,Красногорский,0,male,65
2016,Малопургинский,0,male,286
2016,Можгинский,0,male,203
2016,Сарапульский,0,male,160
2016,Селтинский,0,male,98
2016,Сюмсинский,0,male,97
2016,Увинский,0,male,332
2016,Шарканский,0,male,161
2016,Юкаменский,0,male,53
2016,Якшур-Бодьинский,0,male,194
2016,Ярский,0,male,88
2012,Всего по республике,1,male,10804
2012,Городские поселения,1,male,7154
2012,Сельская местность,1,male,3650
2012,г.Ижевск,1,male,4230
2012,Индустриальный район,1,male,727
2012,Ленинский район,1,male,915
2012,Октябрьский район,1,male,826
2012,Первомайский район,1,male,886
2012,Устиновский район,1,male,876
2012,г.Воткинск,1,male,691
2012,г.Глазов,1,male,617
2012,г.Можга,1,male,383
2012,г.Сарапул,1,male,632
2012,Алнашский,1,male,193
2012,Балезинский,1,male,283
2012,пгт Балезино,1,male,139
2012,сельская местность,1,male,144
2012,Вавожский,1,male,136
2012,Воткинский,1,male,198
2012,пгт Новый,1,male,41
2012,сельская местность,1,male,157
2012,Глазовский,1,male,137
2012,Граховский,1,male,63
2012,Дебёсский,1,male,97
2012,Завьяловский,1,male,493
2012,Игринский,1,male,307
2012,пгт Игра,1,male,176
2012,сельская местность,1,male,131
2012,Камбарский,1,male,125
2012,г.Камбарка,1,male,73
2012,сельская местность,1,male,52
2012,Каракулинский,1,male,103
2012,Кезский,1,male,152
2012,Кизнерский,1,male,147
2012,Киясовский,1,male,74
2012,Красногорский,1,male,80
2012,Малопургинский,1,male,274
2012,Можгинский,1,male,196
2012,Сарапульский,1,male,214
2012,Селтинский,1,male,98
2012,Сюмсинский,1,male,94
2012,Увинский,1,male,318
2012,пгт Ува,1,male,172
2012,сельская местность,1,male,146
2012,Шарканский,1,male,171
2012,Юкаменский,1,male,61
2012,Якшур-Бодьинский,1,male,175
2012,Ярский,1,male,62
2013,Всего по республике,1,male,11147
2013,Городские поселения,1,male,6619
2013,Сельская местность,1,male,4528
2013,г.Ижевск,1,male,4256
2013,Индустриальный район,1,male,756
2013,Ленинский район,1,male,895
2013,Октябрьский район,1,male,834
2013,Первомайский район,1,male,884
2013,Устиновский район,1,male,887
2013,г.Воткинск,1,male,685
2013,г.Глазов,1,male,534
2013,г.Можга,1,male,352
2013,г.Сарапул,1,male,645
2013,Алнашский,1,male,180
2013,Балезинский,1,male,272
2013,Вавожский,1,male,137
2013,Воткинский,1,male,209
2013,Глазовский,1,male,165
2013,Граховский,1,male,66
2013,Дебёсский,1,male,131
2013,Завьяловский,1,male,496
2013,Игринский,1,male,339
2013,Камбарский,1,male,121
2013,г.Камбарка,1,male,68
2013,сельская местность,1,male,53
2013,Каракулинский,1,male,103
2013,Кезский,1,male,212
2013,Кизнерский,1,male,174
2013,Киясовский,1,male,114
2013,Красногорский,1,male,89
2013,Малопургинский,1,male,270
2013,Можгинский,1,male,237
2013,Сарапульский,1,male,223
2013,Селтинский,1,male,123
2013,Сюмсинский,1,male,113
2013,Увинский,1,male,348
2013,Шарканский,1,male,185
2013,Юкаменский,1,male,57
2013,Якшур-Бодьинский,1,male,204
2013,Ярский,1,male,107
2014,Всего по республике,1,male,11744
2014,Городские поселения,1,male,7136
2014,Сельская местность,1,male,4608
2014,г.Ижевск,1,male,4491
2014,Индустриальный район,1,male,856
2014,Ленинский район,1,male,980
2014,Октябрьский район,1,male,793
2014,Первомайский район,1,male,970
2014,Устиновский район,1,male,892
2014,г.Воткинск,1,male,706
2014,г.Глазов,1,male,640
2014,г.Можга,1,male,386
2014,г.Сарапул,1,male,801
2014,Алнашский,1,male,195
2014,Балезинский,1,male,260
2014,Вавожский,1,male,151
2014,Воткинский,1,male,214
2014,Глазовский,1,male,161
2014,Граховский,1,male,69
2014,Дебёсский,1,male,125
2014,Завьяловский,1,male,524
2014,Игринский,1,male,359
2014,Камбарский,1,male,166
2014,г.Камбарка,1,male,112
2014,сельская местность,1,male,54
2014,Каракулинский,1,male,101
2014,Кезский,1,male,173
2014,Кизнерский,1,male,162
2014,Киясовский,1,male,92
2014,Красногорский,1,male,74
2014,Малопургинский,1,male,299
2014,Можгинский,1,male,226
2014,Сарапульский,1,male,221
2014,Селтинский,1,male,109
2014,Сюмсинский,1,male,108
2014,Увинский,1,male,361
2014,Шарканский,1,male,180
2014,Юкаменский,1,male,77
2014,Якшур-Бодьинский,1,male,210
2014,Ярский,1,male,103
2015,Всего по республике,1,male,11195
2015,Городские поселения,1,male,6740
2015,Сельская местность,1,male,4455
2015,г.Ижевск,1,male,4496
2015,Индустриальный район,1,male,859
2015,Ленинский район,1,male,947
2015,Октябрьский район,1,male,781
2015,Первомайский район,1,male,952
2015,Устиновский район,1,male,957
2015,г.Воткинск,1,male,693
2015,г.Глазов,1,male,500
2015,г.Можга,1,male,345
2015,г.Сарапул,1,male,634
2015,Алнашский,1,male,215
2015,Балезинский,1,male,244
2015,Вавожский,1,male,123
2015,Воткинский,1,male,178
2015,Глазовский,1,male,125
2015,Граховский,1,male,86
2015,Дебёсский,1,male,115
2015,Завьяловский,1,male,573
2015,Игринский,1,male,325
2015,Камбарский,1,male,122
2015,г.Камбарка,1,male,72
2015,сельская местность,1,male,50
2015,Каракулинский,1,male,80
2015,Кезский,1,male,161
2015,Кизнерский,1,male,195
2015,Киясовский,1,male,68
2015,Красногорский,1,male,72
2015,Малопургинский,1,male,308
2015,Можгинский,1,male,235
2015,Сарапульский,1,male,187
2015,Селтинский,1,male,112
2015,Сюмсинский,1,male,124
2015,Увинский,1,male,351
2015,Шарканский,1,male,152
2015,Юкаменский,1,male,67
2015,Якшур-Бодьинский,1,male,214
2015,Ярский,1,male,95
2016,Всего по республике,1,male,11236
2016,Городские поселения,1,male,6788
2016,Сельская местность,1,male,4448
2016,г.Ижевск,1,male,4609
2016,Индустриальный район,1,male,886
2016,Ленинский район,1,male,1028
2016,Октябрьский район,1,male,808
2016,Первомайский район,1,male,964
2016,Устиновский район,1,male,923
2016,г.Воткинск,1,male,681
2016,г.Глазов,1,male,506
2016,г.Можга,1,male,337
2016,г.Сарапул,1,male,576
2016,Алнашский,1,male,178
2016,Балезинский,1,male,279
2016,Вавожский,1,male,150
2016,Воткинский,1,male,154
2016,Глазовский,1,male,121
2016,Граховский,1,male,65
2016,Дебёсский,1,male,98
2016,Завьяловский,1,male,594
2016,Игринский,1,male,342
2016,Камбарский,1,male,127
2016,г.Камбарка,1,male,79
2016,сельская местность,1,male,48
2016,Каракулинский,1,male,93
2016,Кезский,1,male,170
2016,Кизнерский,1,male,147
2016,Киясовский,1,male,69
2016,Красногорский,1,male,83
2016,Малопургинский,1,male,316
2016,Можгинский,1,male,205
2016,Сарапульский,1,male,206
2016,Селтинский,1,male,109
2016,Сюмсинский,1,male,122
2016,Увинский,1,male,331
2016,Шарканский,1,male,193
2016,Юкаменский,1,male,64
2016,Якшур-Бодьинский,1,male,210
2016,Ярский,1,male,101
2012,Всего по республике,2,male,10421
2012,Городские поселения,2,male,6972
2012,Сельская местность,2,male,3449
2012,г.Ижевск,2,male,4146
2012,Индустриальный район,2,male,723
2012,Ленинский район,2,male,886
2012,Октябрьский район,2,male,773
2012,Первомайский район,2,male,922
2012,Устиновский район,2,male,842
2012,г.Воткинск,2,male,737
2012,г.Глазов,2,male,549
2012,г.Можга,2,male,400
2012,г.Сарапул,2,male,607
2012,Алнашский,2,male,176
2012,Балезинский,2,male,232
2012,пгт Балезино,2,male,117
2012,сельская местность,2,male,115
2012,Вавожский,2,male,114
2012,Воткинский,2,male,191
2012,пгт Новый,2,male,31
2012,сельская местность,2,male,160
2012,Глазовский,2,male,108
2012,Граховский,2,male,57
2012,Дебёсский,2,male,114
2012,Завьяловский,2,male,442
2012,Игринский,2,male,285
2012,пгт Игра,2,male,159
2012,сельская местность,2,male,126
2012,Камбарский,2,male,118
2012,г.Камбарка,2,male,82
2012,сельская местность,2,male,36
2012,Каракулинский,2,male,91
2012,Кезский,2,male,201
2012,Кизнерский,2,male,168
2012,Киясовский,2,male,73
2012,Красногорский,2,male,58
2012,Малопургинский,2,male,276
2012,Можгинский,2,male,177
2012,Сарапульский,2,male,172
2012,Селтинский,2,male,84
2012,Сюмсинский,2,male,120
2012,Увинский,2,male,279
2012,пгт Ува,2,male,144
2012,сельская местность,2,male,135
2012,Шарканский,2,male,139
2012,Юкаменский,2,male,53
2012,Якшур-Бодьинский,2,male,169
2012,Ярский,2,male,85
2013,Всего по республике,2,male,10776
2013,Городские поселения,2,male,6722
2013,Сельская местность,2,male,4054
2013,г.Ижевск,2,male,4249
2013,Индустриальный район,2,male,731
2013,Ленинский район,2,male,919
2013,Октябрьский район,2,male,830
2013,Первомайский район,2,male,890
2013,Устиновский район,2,male,879
2013,г.Воткинск,2,male,698
2013,г.Глазов,2,male,619
2013,г.Можга,2,male,395
2013,г.Сарапул,2,male,629
2013,Алнашский,2,male,188
2013,Балезинский,2,male,274
2013,Вавожский,2,male,137
2013,Воткинский,2,male,197
2013,Глазовский,2,male,139
2013,Граховский,2,male,64
2013,Дебёсский,2,male,96
2013,Завьяловский,2,male,486
2013,Игринский,2,male,304
2013,Камбарский,2,male,123
2013,г.Камбарка,2,male,71
2013,сельская местность,2,male,52
2013,Каракулинский,2,male,101
2013,Кезский,2,male,147
2013,Кизнерский,2,male,140
2013,Киясовский,2,male,76
2013,Красногорский,2,male,79
2013,Малопургинский,2,male,269
2013,Можгинский,2,male,192
2013,Сарапульский,2,male,212
2013,Селтинский,2,male,100
2013,Сюмсинский,2,male,97
2013,Увинский,2,male,309
2013,Шарканский,2,male,170
2013,Юкаменский,2,male,59
2013,Якшур-Бодьинский,2,male,171
2013,Ярский,2,male,56
2014,Всего по республике,2,male,11118
2014,Городские поселения,2,male,6652
2014,Сельская местность,2,male,4466
2014,г.Ижевск,2,male,4281
2014,Индустриальный район,2,male,770
2014,Ленинский район,2,male,900
2014,Октябрьский район,2,male,833
2014,Первомайский район,2,male,886
2014,Устиновский район,2,male,892
2014,г.Воткинск,2,male,720
2014,г.Глазов,2,male,561
2014,г.Можга,2,male,369
2014,г.Сарапул,2,male,649
2014,Алнашский,2,male,175
2014,Балезинский,2,male,269
2014,Вавожский,2,male,130
2014,Воткинский,2,male,208
2014,Глазовский,2,male,160
2014,Граховский,2,male,63
2014,Дебёсский,2,male,128
2014,Завьяловский,2,male,467
2014,Игринский,2,male,329
2014,Камбарский,2,male,123
2014,г.Камбарка,2,male,72
2014,сельская местность,2,male,51
2014,Каракулинский,2,male,99
2014,Кезский,2,male,209
2014,Кизнерский,2,male,168
2014,Киясовский,2,male,109
2014,Красногорский,2,male,84
2014,Малопургинский,2,male,280
2014,Можгинский,2,male,234
2014,Сарапульский,2,male,213
2014,Селтинский,2,male,116
2014,Сюмсинский,2,male,110
2014,Увинский,2,male,331
2014,Шарканский,2,male,186
2014,Юкаменский,2,male,55
2014,Якшур-Бодьинский,2,male,191
2014,Ярский,2,male,101
2015,Всего по республике,2,male,11742
2015,Городские поселения,2,male,7197
2015,Сельская местность,2,male,4545
2015,г.Ижевск,2,male,4537
2015,Индустриальный район,2,male,872
2015,Ленинский район,2,male,987
2015,Октябрьский район,2,male,800
2015,Первомайский район,2,male,976
2015,Устиновский район,2,male,902
2015,г.Воткинск,2,male,706
2015,г.Глазов,2,male,643
2015,г.Можга,2,male,386
2015,г.Сарапул,2,male,811
2015,Алнашский,2,male,188
2015,Балезинский,2,male,260
2015,Вавожский,2,male,149
2015,Воткинский,2,male,218
2015,Глазовский,2,male,151
2015,Граховский,2,male,63
2015,Дебёсский,2,male,125
2015,Завьяловский,2,male,528
2015,Игринский,2,male,360
2015,Камбарский,2,male,167
2015,г.Камбарка,2,male,114
2015,сельская местность,2,male,53
2015,Каракулинский,2,male,94
2015,Кезский,2,male,171
2015,Кизнерский,2,male,163
2015,Киясовский,2,male,87
2015,Красногорский,2,male,74
2015,Малопургинский,2,male,297
2015,Можгинский,2,male,220
2015,Сарапульский,2,male,214
2015,Селтинский,2,male,105
2015,Сюмсинский,2,male,106
2015,Увинский,2,male,355
2015,Шарканский,2,male,181
2015,Юкаменский,2,male,78
2015,Якшур-Бодьинский,2,male,204
2015,Ярский,2,male,101
2016,Всего по республике,2,male,11172
2016,Городские поселения,2,male,6736
2016,Сельская местность,2,male,4436
2016,г.Ижевск,2,male,4504
2016,Индустриальный район,2,male,862
2016,Ленинский район,2,male,951
2016,Октябрьский район,2,male,783
2016,Первомайский район,2,male,949
2016,Устиновский район,2,male,959
2016,г.Воткинск,2,male,685
2016,г.Глазов,2,male,498
2016,г.Можга,2,male,341
2016,г.Сарапул,2,male,632
2016,Алнашский,2,male,209
2016,Балезинский,2,male,246
2016,Вавожский,2,male,123
2016,Воткинский,2,male,176
2016,Глазовский,2,male,121
2016,Граховский,2,male,87
2016,Дебёсский,2,male,115
2016,Завьяловский,2,male,588
2016,Игринский,2,male,333
2016,Камбарский,2,male,124
2016,г.Камбарка,2,male,76
2016,сельская местность,2,male,48
2016,Каракулинский,2,male,81
2016,Кезский,2,male,156
2016,Кизнерский,2,male,192
2016,Киясовский,2,male,71
2016,Красногорский,2,male,74
2016,Малопургинский,2,male,303
2016,Можгинский,2,male,225
2016,Сарапульский,2,male,181
2016,Селтинский,2,male,111
2016,Сюмсинский,2,male,125
2016,Увинский,2,male,350
2016,Шарканский,2,male,149
2016,Юкаменский,2,male,67
2016,Якшур-Бодьинский,2,male,207
2016,Ярский,2,male,98
2012,Всего по республике,3,male,10213
2012,Городские поселения,3,male,6642
2012,Сельская местность,3,male,3571
2012,г.Ижевск,3,male,3802
2012,Индустриальный район,3,male,659
2012,Ленинский район,3,male,789
2012,Октябрьский район,3,male,740
2012,Первомайский район,3,male,802
2012,Устиновский район,3,male,812
2012,г.Воткинск,3,male,686
2012,г.Глазов,3,male,499
2012,г.Можга,3,male,395
2012,г.Сарапул,3,male,651
2012,Алнашский,3,male,166
2012,Балезинский,3,male,268
2012,пгт Балезино,3,male,123
2012,сельская местность,3,male,145
2012,Вавожский,3,male,147
2012,Воткинский,3,male,189
2012,пгт Новый,3,male,47
2012,сельская местность,3,male,142
2012,Глазовский,3,male,107
2012,Граховский,3,male,61
2012,Дебёсский,3,male,91
2012,Завьяловский,3,male,481
2012,Игринский,3,male,288
2012,пгт Игра,3,male,167
2012,сельская местность,3,male,121
2012,Камбарский,3,male,130
2012,г.Камбарка,3,male,85
2012,сельская местность,3,male,45
2012,Каракулинский,3,male,78
2012,Кезский,3,male,182
2012,Кизнерский,3,male,126
2012,Киясовский,3,male,77
2012,Красногорский,3,male,68
2012,Малопургинский,3,male,266
2012,Можгинский,3,male,187
2012,Сарапульский,3,male,191
2012,Селтинский,3,male,83
2012,Сюмсинский,3,male,111
2012,Увинский,3,male,333
2012,пгт Ува,3,male,187
2012,сельская местность,3,male,146
2012,Шарканский,3,male,157
2012,Юкаменский,3,male,75
2012,Якшур-Бодьинский,3,male,206
2012,Ярский,3,male,112
2013,Всего по республике,3,male,10394
2013,Городские поселения,3,male,6549
2013,Сельская местность,3,male,3845
2013,г.Ижевск,3,male,4163
2013,Индустриальный район,3,male,726
2013,Ленинский район,3,male,889
2013,Октябрьский район,3,male,776
2013,Первомайский район,3,male,925
2013,Устиновский район,3,male,847
2013,г.Воткинск,3,male,748
2013,г.Глазов,3,male,544
2013,г.Можга,3,male,404
2013,г.Сарапул,3,male,605
2013,Алнашский,3,male,172
2013,Балезинский,3,male,228
2013,Вавожский,3,male,113
2013,Воткинский,3,male,186
2013,Глазовский,3,male,108
2013,Граховский,3,male,54
2013,Дебёсский,3,male,112
2013,Завьяловский,3,male,434
2013,Игринский,3,male,290
2013,Камбарский,3,male,119
2013,г.Камбарка,3,male,82
2013,сельская местность,3,male,37
2013,Каракулинский,3,male,89
2013,Кезский,3,male,199
2013,Кизнерский,3,male,161
2013,Киясовский,3,male,68
2013,Красногорский,3,male,59
2013,Малопургинский,3,male,278
2013,Можгинский,3,male,174
2013,Сарапульский,3,male,172
2013,Селтинский,3,male,82
2013,Сюмсинский,3,male,116
2013,Увинский,3,male,270
2013,Шарканский,3,male,141
2013,Юкаменский,3,male,53
2013,Якшур-Бодьинский,3,male,168
2013,Ярский,3,male,84
2014,Всего по республике,3,male,10764
2014,Городские поселения,3,male,6760
2014,Сельская местность,3,male,4004
2014,г.Ижевск,3,male,4278
2014,Индустриальный район,3,male,747
2014,Ленинский район,3,male,925
2014,Октябрьский район,3,male,830
2014,Первомайский район,3,male,892
2014,Устиновский район,3,male,884
2014,г.Воткинск,3,male,722
2014,г.Глазов,3,male,643
2014,г.Можга,3,male,415
2014,г.Сарапул,3,male,627
2014,Алнашский,3,male,182
2014,Балезинский,3,male,265
2014,Вавожский,3,male,133
2014,Воткинский,3,male,193
2014,Глазовский,3,male,137
2014,Граховский,3,male,60
2014,Дебёсский,3,male,90
2014,Завьяловский,3,male,467
2014,Игринский,3,male,295
2014,Камбарский,3,male,125
2014,г.Камбарка,3,male,75
2014,сельская местность,3,male,50
2014,Каракулинский,3,male,99
2014,Кезский,3,male,141
2014,Кизнерский,3,male,139
2014,Киясовский,3,male,73
2014,Красногорский,3,male,75
2014,Малопургинский,3,male,271
2014,Можгинский,3,male,182
2014,Сарапульский,3,male,206
2014,Селтинский,3,male,97
2014,Сюмсинский,3,male,92
2014,Увинский,3,male,303
2014,Шарканский,3,male,165
2014,Юкаменский,3,male,60
2014,Якшур-Бодьинский,3,male,171
2014,Ярский,3,male,58
2015,Всего по республике,3,male,11100
2015,Городские поселения,3,male,6672
2015,Сельская местность,3,male,4428
2015,г.Ижевск,3,male,4291
2015,Индустриальный район,3,male,779
2015,Ленинский район,3,male,900
2015,Октябрьский район,3,male,832
2015,Первомайский район,3,male,885
2015,Устиновский район,3,male,895
2015,г.Воткинск,3,male,725
2015,г.Глазов,3,male,559
2015,г.Можга,3,male,369
2015,г.Сарапул,3,male,656
2015,Алнашский,3,male,177
2015,Балезинский,3,male,268
2015,Вавожский,3,male,133
2015,Воткинский,3,male,206
2015,Глазовский,3,male,152
2015,Граховский,3,male,58
2015,Дебёсский,3,male,129
2015,Завьяловский,3,male,476
2015,Игринский,3,male,327
2015,Камбарский,3,male,119
2015,г.Камбарка,3,male,72
2015,сельская местность,3,male,47
2015,Каракулинский,3,male,91
2015,Кезский,3,male,203
2015,Кизнерский,3,male,167
2015,Киясовский,3,male,106
2015,Красногорский,3,male,83
2015,Малопургинский,3,male,275
2015,Можгинский,3,male,236
2015,Сарапульский,3,male,207
2015,Селтинский,3,male,112
2015,Сюмсинский,3,male,111
2015,Увинский,3,male,330
2015,Шарканский,3,male,183
2015,Юкаменский,3,male,53
2015,Якшур-Бодьинский,3,male,195
2015,Ярский,3,male,103
2016,Всего по республике,3,male,11723
2016,Городские поселения,3,male,7207
2016,Сельская местность,3,male,4516
2016,г.Ижевск,3,male,4551
2016,Индустриальный район,3,male,877
2016,Ленинский район,3,male,992
2016,Октябрьский район,3,male,801
2016,Первомайский район,3,male,975
2016,Устиновский район,3,male,906
2016,г.Воткинск,3,male,718
2016,г.Глазов,3,male,641
2016,г.Можга,3,male,383
2016,г.Сарапул,3,male,795
2016,Алнашский,3,male,188
2016,Балезинский,3,male,248
2016,Вавожский,3,male,142
2016,Воткинский,3,male,214
2016,Глазовский,3,male,153
2016,Граховский,3,male,63
2016,Дебёсский,3,male,122
2016,Завьяловский,3,male,550
2016,Игринский,3,male,372
2016,Камбарский,3,male,174
2016,г.Камбарка,3,male,119
2016,сельская местность,3,male,55
2016,Каракулинский,3,male,92
2016,Кезский,3,male,164
2016,Кизнерский,3,male,161
2016,Киясовский,3,male,83
2016,Красногорский,3,male,73
2016,Малопургинский,3,male,291
2016,Можгинский,3,male,215
2016,Сарапульский,3,male,208
2016,Селтинский,3,male,105
2016,Сюмсинский,3,male,105
2016,Увинский,3,male,351
2016,Шарканский,3,male,183
2016,Юкаменский,3,male,74
2016,Якшур-Бодьинский,3,male,201
2016,Ярский,3,male,103
2012,Всего по республике,4,male,9801
2012,Городские поселения,4,male,6417
2012,Сельская местность,4,male,3384
2012,г.Ижевск,4,male,3615
2012,Индустриальный район,4,male,644
2012,Ленинский район,4,male,749
2012,Октябрьский район,4,male,685
2012,Первомайский район,4,male,759
2012,Устиновский район,4,male,778
2012,г.Воткинск,4,male,644
2012,г.Глазов,4,male,515
2012,г.Можга,4,male,363
2012,г.Сарапул,4,male,657
2012,Алнашский,4,male,179
2012,Балезинский,4,male,281
2012,пгт Балезино,4,male,140
2012,сельская местность,4,male,141
2012,Вавожский,4,male,120
2012,Воткинский,4,male,189
2012,пгт Новый,4,male,49
2012,сельская местность,4,male,140
2012,Глазовский,4,male,121
2012,Граховский,4,male,74
2012,Дебёсский,4,male,98
2012,Завьяловский,4,male,419
2012,Игринский,4,male,276
2012,пгт Игра,4,male,159
2012,сельская местность,4,male,117
2012,Камбарский,4,male,112
2012,г.Камбарка,4,male,76
2012,сельская местность,4,male,36
2012,Каракулинский,4,male,78
2012,Кезский,4,male,171
2012,Кизнерский,4,male,129
2012,Киясовский,4,male,74
2012,Красногорский,4,male,66
2012,Малопургинский,4,male,264
2012,Можгинский,4,male,213
2012,Сарапульский,4,male,188
2012,Селтинский,4,male,80
2012,Сюмсинский,4,male,100
2012,Увинский,4,male,327
2012,пгт Ува,4,male,199
2012,сельская местность,4,male,128
2012,Шарканский,4,male,116
2012,Юкаменский,4,male,55
2012,Якшур-Бодьинский,4,male,190
2012,Ярский,4,male,87
2013,Всего по республике,4,male,10193
2013,Городские поселения,4,male,6206
2013,Сельская местность,4,male,3987
